slug,recall_number,report_date,classification,status,recalling_firm,distribution_states,product
ahi-tuna,H-0023-2026,2025-10-15,Class I,Terminated,Western United Fish Company Inc,"Product was sold in the following states: AK, AL, AR, CO, CT, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, M…","Kirkland Signature brand Ahi Tuna Wasabi Poke, Costco #17193, net wt. 1lb. Product is packaged in clear plastic clamshell container and sold to consumers."
almond,H-0394-2026,2026-01-21,Class II,Ongoing,Sanders Candy Factory Inc,"Product was distributed to one customer. Problem was identified by customer, and no affected product was distributed to…",Frosted Almond; 20 lbs (bulk); No UPC# Bulk Product Code: 23208
almond,H-0007-2026,2025-10-08,Class III,Ongoing,Gina Marie Bakery LLC,Firm notified FDA of recall initiated by state of CT on 09/10/25. A copy of CT press release was requested for posting …,Toasted Almond & Cherry Biscotti
almond,F-0927-2025,2025-06-11,Class I,Terminated,"Rocky Mountain Chocolate Factory, Inc.",Will be provided when available.,"Nuts, Almonds DR Diced, LB. Diced Almonds. Bulk (Plastic bag inside corrugated box) Net Wt: 18.5lbs. UPC: 660-1300203. Firm Name & Address Listed on Label: RMCF 265 Turner Dr, Dur…"
almond,F-0571-2025,2025-02-26,Class II,Terminated,United Natural Trading Inc. dba Woodstock Farms,"The recalled product was distributed to the following states : PA, VA, NY,","Wegmans, Organic Almonds Dry Roasted Salted, 12oz clear bag, 12 bags per case."
almond,F-1645-2024,2024-08-14,Class I,Terminated,Bazzini LLC,Distributed to consignee in NY,Bazzini Raw Almond Butter Net Wt. 16 oz (454g) UPC Code 7506284009. Packaged in clear plastic jars with plastic white lids. 12 jars per case
almond,F-1412-2023,2023-08-23,Class III,Terminated,Dilettante Chocolates Inc,Distributed to firm's retail store locations in WA,"Dilettante Mocha Cafe brand Praline Bulk Truffles, perishable, sold individual pieces out of retail display cases. The display placard declares milk, pecans, and almonds in the in…"
almond,F-1415-2023,2023-08-23,Class III,Terminated,Dilettante Chocolates Inc,Distributed to firm's retail store locations in WA,"Dilettante Mocha Cafe brand Rheingold Milk Bulk Toffee, perishable, sold individual pieces out of retail display cases. The display placard declares milk, pecans, and almonds in t…"
almond,F-1414-2023,2023-08-23,Class III,Terminated,Dilettante Chocolates Inc,Distributed to firm's retail store locations in WA,"Dilettante Mocha Cafe brand Rheingold Dark Bulk Toffees, perishable, sold individual pieces out of retail display cases. The display placard declares butter, pecans, and almonds i…"
almond,F-1314-2023,2023-08-09,Class II,Terminated,"Houston Pecan Company, Inc",Texas and internet sales,Whole Natural Almonds packaged in 5 pound bag; Whole Blanched Almonds packaged in 5 pound bag; Sliced Blanched Almonds packaged in 5 pound bag; Sliced Natural Almonds packaged in …
almond,F-1340-2023,2023-08-09,Class II,Terminated,"Houston Pecan Company, Inc",Texas and internet sales,"Breakfast Treats, Sliced Almonds, Walnuts & Dark Raisins packaged in 5 pound bags"
almond,F-1343-2023,2023-08-09,Class II,Terminated,"Houston Pecan Company, Inc",Texas and internet sales,"Sweet & Salty Mix, Rst & Salted Peanuts, Rst & Salted Cashews, Raisins, Cranberries, Sunflower Seeds, Pumpkin Seeds, Sliced Almonds packaged in 5 pound bags"
almond,F-0855-2023,2023-05-17,Class II,Terminated,Windy Hill Chocolate LLC,Domestic consignee only.,Pear Almond
almond,F-0119-2024,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Fresh Creative Cuisine Tan Label, Grapes, Almond, Cheese & Pretzel Tray, Net Wt. 6 Oz. Single Serving, Keep refrigerated"
almond,F-0121-2024,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Quick & Fresh, Grapes, Almond, Cheese & Pretzel Tray, Net Wt. 6 Oz. Single Serving, Keep refrigerated"
almond,F-1746-2022,2022-09-28,Class II,Terminated,J & N Nut Products Inc.,U.S. distribution to the following: CA. No foreign distribution.,Golden Pacific California Shelled Almonds Sliced Almonds 25 LBS. NET WEIGHT Store away from heat Cold storage recommended 32-40F
almond,F-1559-2022,2022-08-24,Class I,Terminated,Blue Diamond Growers,"U.S distribution to the following California, Colorado, and Illinois Foreign distribution to the following: Germany, Mo…",Whole Brown Almonds (bulk)
almond,F-1262-2022,2022-06-15,Class II,Terminated,Power Selles Imports dba Culinary Collective,Distributed in Oregon.,"Valencian Almonds with TRUFFLE FS distributed in bulk case, each case contains 2/11 lbs. bags. Net Wt. per case 22 lbs. Product is shelf stable. The label of the bulk case is read…"
almond,F-1058-2022,2022-05-18,Class I,Terminated,Power Selles Imports dba Culinary Collective,"Distributed in CO, MT, NY, and OR.","Valencian Almonds FS Skinless, MZ502, packaged in bulk package 5 KG. Net Wt. 352 oz./22 lb. (2 bags @ 11 lb.). UPC 5 901234 123457. Ingredients: Valencian Almonds, sunflower oil, …"
apple,H-0555-2026,2026-03-18,Class I,Ongoing,Made Fresh Salads Inc,New York,Made Fresh Salads brand Apple Cinnamon Cream Cheese; 5 lb white plastic tub
apple,H-0556-2026,2026-03-18,Class I,Ongoing,Made Fresh Salads Inc,New York,Made Fresh Salads brand Caramel Apple Cream Cheese; 5 lb white plastic tub
apple,H-0134-2026,2025-10-22,Class II,Ongoing,Sprout Organics Inc.,"U.S. States: AZ, CA, CO, CT, FL, GA, HI, ID, IN, KY, LA, MA, MD, MI, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, PA, RI…","6+ Months SPROUT ORGANICS Made With Organic Sweet Potato, Apple & Spinach NET WT. 3.5 OZ (99g) INGREDIENTS: ORGANIC SWEET POTATOES, ORGANIC APPLES, ORGANIC SPINACH, WATER, ORGANIC…"
apple,F-0251-2025,2024-12-11,Class II,Ongoing,Apple Wedge LLC,"Products were shipped to GA, NC, SC and FL.","No Preservatives 100% CIDER Pasteurized APPLE WEDGE CIDER 1/2 Gal. (1.89L) HENDERSONVILLE, NC 28792 Keep Refrigerated Produce of USA UPC 0 36482 64000 7"
apple,F-0250-2025,2024-12-11,Class II,Ongoing,Apple Wedge LLC,"Products were shipped to GA, NC, SC and FL.","Cinnamon Pasteurized APPLE WEDGE CIDER 1/2 Gal. (1.89L) HENDERSONVILLE, NC 28792 Keep Refrigerated Produce of USA Ingredients: Apples, Natural Cinnamon Flavor. 0.1% Potassium Sorb…"
apple,F-0059-2025,2024-10-30,Class II,Terminated,"Youngstown Grape Distributors, Inc.","CA, TX, WA, KY, NC, NY, IL, VA, AL, GA, KS, CT, MI, MA, PA, OH, MD, WI, ND, MO, TN, NE, KS, RI, MN, FL, SC, IN, NJ, IA,…","Happy Moose Juice Strawberry Field packaged in a plastic 12 fl. oz. bottle. Ingredients: Organic Apple Juice, Organic Orange Juice, Organic Strawberry Puree, Organic Beet Juice, O…"
apple,F-1220-2024,2024-05-15,Class II,Terminated,S Martinelli & Company,"U.S. distribution to the following: AL, AR, AZ, CA, CO, FL, GA, IA, ID, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NH,…",Martinelli's Gold Medal Apple Juice From U.S. Grown Fresh Apples 1 Liter (33.8 fl oz.) No Additives of Any Kind UPC 0 00 41244 00102 6
apple,F-0633-2024,2023-12-27,Class I,Terminated,Renaissance Food Group,"Product was shipped to the following states: AL, GA, FL, NC, SC","Sprouts Farmers Market Apple Fruit Medley 10 OZ (283g) UPC 8 26766 40543 5 & 20 OZ (1.25 LB) 566g UPC 8 26766 40544 2 Manufactured Exclusively for Sprouts Farmers Market, Phoenix,…"
apple,F-0001-2024,2023-10-11,Class II,Terminated,Vive Organic,Vive Organic did not sell directly to any consignees. Vive Organic did not sell directly to any wholesale dealers. TOTA…,2 oz VIVE ORGANIC DETOX + IMMUNITY KIWI APPLE SUPERGREENS WELLNESS SHOT; Total package size: 12 bottles per case; Storage instructions: Keep Refrigerated; Date(s) of manufacture: …
apple,F-0731-2023,2023-04-19,Class II,Terminated,E S Foods,Nationwide,61118C Apple Jacks BB
apple,F-0074-2024,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Fresh Creative Cuisine White Label, Chicken, Apple & Brie Ciabatta Baguette, case of 6, Keep refrigerated"
apple,F-0042-2023,2022-10-26,Class II,Terminated,Titusville Dairy Products Co.,Distributed to the recalling firm's direct consignee in PA.,Turner's Apple Cinnamon Whole Milk Cottage Cheese 5.3oz. (150g) UPC:3573300169
apple,F-0033-2023,2022-10-19,Class II,Terminated,"Eden Foods, Inc","Wholesale: CA, IL, MI, MN, NY, OH, OK, OR, PA, TX, VA. CANADA CHILE JAPAN SIGNAPORE ecommerce: US Nationwide CANADA Rec…","Eden Organic Apple Juice in 32floz., 64floz., and 1.82L sizes, all sizes in glass bottle. Glass bottles packed 12, 32floz. bottles per wholesale case and 6, 64floz. / 1.82L bottle…"
apple,F-1326-2022,2022-06-29,Class I,Terminated,Albertsons Companies LLC,"The store prepared products were available and sold in the following states: Alaska, Arkansas, California, Colorado, Co…","Apples Sliced With Peanut Butter. Product were available for purchase at the following banners: Albertsons, Safeway, Lucky. Packaged in clear plastic cup and lid. Net wt. 8 oz."
apple,F-1293-2022,2022-06-22,Class I,Terminated,"Indianapolis Fruit Company, Inc.","Kentucky, Illinois, Indiana, Michigan, Ohio, West Virginia, and Wisconsin.","Garden Cut Apples Sweet w/ Peanut Butter Apples Gala, 6oz. clear plastic clamshell UPC 053495119986; 4 retail units per wholesale case."
apple,F-1294-2022,2022-06-22,Class I,Terminated,"Indianapolis Fruit Company, Inc.","Kentucky, Illinois, Indiana, Michigan, Ohio, West Virginia, and Wisconsin.","Garden Cut Apple Tart w/ Peanut Butter Apples Granny Smith, 6oz. clear plastic clamshell UPC 053495090186; 4 retail units per wholesale case."
apple,F-0831-2022,2022-03-16,Class II,Terminated,"Chicago Sweet Connections, Inc.",Retail locations in IL and WI,Chicago Sweet Connections: Paczkis - Apple Flavor packaged in a clear plastic clamshell 4 pack
apple,F-0151-2021,2020-11-25,Class II,Terminated,"Mayer Brothers Apple Products, Inc.","MD, MA, MI","1. Giant brand "" Premium Apple Cider*** 64 fl. oz. (Half Gal) 1.89L***Distributed by Foodhold USA LLC, Landover, MD 20785"" 2. ""Nature's Nectar 100% Fresh Apple Cider***128 fl. oz.…"
apple,F-0905-2020,2020-04-01,Class III,Terminated,"Organic By Nature, Inc.","nationwide, Canada and Netherlands",Touchstone Essentials Super Greens Juice - Raspberry Apple; Premium Organic Superfood Juice Powder: Whole Food Dietary Supplement; Net Wt. 10.5 oz. (300 g) Plastic Bottle; Finishe…
artichoke,H-0230-2025,2025-07-16,Class II,Terminated,UNFI General Corporate,"NJ, NY, MD, DC, PA",1. PRODUCE ORGC ARTICHOKES
asparagus,H-0231-2025,2025-07-16,Class II,Terminated,UNFI General Corporate,"NJ, NY, MD, DC, PA",1. MEXICO OG2 ASPARAGUS
bacon,F-0575-2024,2023-12-20,Class II,Terminated,Ben E Keith Foods - Fort Worth,All products were shipped via truck to food services.,TATER KEG BACON CHEDDAR CHIVE; OKRA CUT HEAVILY BREADED IQF; POTATO TATER TOTS; FRENCH FRIES SC 3/8 IN; JALAPENO STUFFED W/CHDR CHS; CORN CUT; BEAN GREEN REGULAR CUT; BEAN GREEN S…
bacon,F-0353-2023,2023-02-22,Class III,Terminated,Brittle Brothers LLC,TN,"Peanut Brittle, Cashew Brittle, Pecan Brittle, Bacon Brittle, Nashville Hot Brittle 5 oz, 8 oz, 16oz and bulk packaging"
bacon,F-1068-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Gourmet Cafe Creative Classics Turkey & Bacon Chef 5.75 oz.,UPC 071279407081, Iceberg & romaine lettuce, carrots & red cabbage"
banana,F-1254-2023,2023-07-26,Class I,Terminated,"Scenic Fruit Company, LLC",Trader Joe s Organic Tropical Fruit Blend 16 oz. bags were distributed nationwide. Cadia Organic Pineapple 10oz. bags w…,"Trader Joe s Organic Tropical Fruit Blend Pineapple, Banana, Strawberry, Mango, SKU #051191, packaged in pillow bags. Each case consists of 24 bags and each bag is 16 oz. UPC on r…"
banana,F-1268-2023,2023-07-26,Class I,Terminated,SunOpta Grains and Foods Inc.,Nationwide,"Trader Joe's Organic Tropical Fruit Blend, Pineapple, Bananas, Strawberries & Mango. Net Wt. 16 oz (1 lb) 454g. UPC Keep Frozen."
banana,F-1264-2023,2023-07-26,Class I,Terminated,SunOpta Grains and Foods Inc.,Nationwide,"365 Whole Foods Market Organic Sliced Strawberries & Bananas. Net Wt 32 oz (2 lb) 907g, UPC 0 99482-51908 7, Keep Frozen until ready to use. Distributed By: Whole Foods Market, Au…"
banana,F-1415-2022,2022-07-20,Class II,Terminated,Fruselva America SPA,"The firm only distribute only to their stores; MA, ME, NH, NY, VT, MD, PA, WV","Nature s Promise Organic Mango, Banana, Kale, Rice & Pineapple Baby Food, 3.5 oz (99 g), Pouch, Case pack of 12 (12 inners of 6 each). Store in a dry ventilated area. Do not expos…"
banana,F-0513-2022,2022-01-26,Class II,Terminated,Aroma Meats LLC,Distributed in Oregon.,"Fresh Banana Pickle is packaged in clear plastic pouch, net wt. 500 gm (1/2 KG). No UPC. Product is imported from Jampani SRT 252, Opp to Tata Motors, Sanath Nagar, Hyderabad, 500…"
banana,F-0904-2021,2021-09-08,Class II,Terminated,Loffredo Fresh Gardens Inc. DBA Produce Innovations,"Distributed to retail stores in IA, IN, MO, MN, NE, OK, and TX.","Your Way Fresh, Sliced Banana + Strawberry Yogurt Parfait; Net wt. 6.25 oz (177 g); UPC 8 54426 00807 8; Distributed by Your Way Fresh, Newport Beach, CA, 12 cups per case;"
basil,H-0241-2026,2025-12-10,Class II,Terminated,Hale inc,KY,"Lotsa Pasta International Food Shop Fresh Basil Infused Olive Oil, Net Wt. 12 oz. (375ml), packaged in a glass bottle, UPC 736211448316, packed 12 bottles per case"
basil,H-0492-2025,2025-08-20,Class II,Terminated,AND GO CONCEPTS DBA SALAD AND GO,"Arizona, Oklahoma, Nevada, Texas",FG60005 Blueberry Basil Lemonade
basil,F-1246-2024,2024-05-22,Class I,Terminated,"Infinite Herbs, LLC","Florida, Illinois, Missouri, Virginia, Connecticut, Pennsylvania, and Massachusetts.","Infinite Herbs Organic Basil packed in a clear 2.5 oz, 2.0 oz, and 4 oz PET clamshell container."
basil,F-0098-2023,2022-11-09,Class II,Completed,"Bella Brands, LLC DBA Bella Cucina Artful Food","Product was shipped to the following states: AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME…","Bella Cucina Artful Food Fresh Basil Pesto Net Wt. 3 oz (84.5g) bag, UPC 6 19193 00211 3 Manufactured by Bella Cucina Artful Food Atlanta, GA 30310"
basil,F-0862-2021,2021-08-04,Class I,Terminated,Old Souls Farms LLC,Distributed to Ohio and Kentucky,"Old Souls Farm Basil 1 lb, 1 oz, 10 lbs,25 lbs, 3 -1 lbs, 4 oz, and Living clamshells - 1oz 18 per case, 5oz 6 per case bulk bags - 1lb is 3 per case, 10lbs 1 per case, 25lbs 1 pe…"
basil,F-0327-2021,2021-03-10,Class II,Terminated,"Shenandoah Growers, Inc.","Distributed to distribution centers in IN, OH, MI, IN, MN, and MO. Further distributed to retail stores in IL, IN, IO, …","Organic fresh cut basil packaged in plastic clamshell containers. Shenandoah Growers by Thats Tasty, 0.75 oz UPC: 7-68573-00101-4 Shenandoah Growers by Thats Tasty, 2.0 oz UPC: …"
basil,F-0186-2021,2020-12-30,Class II,Terminated,"Shenandoah Growers, Inc.","Distributed to retail stores in PA, FL, GA, TN, VA and MD","Organic fresh cut basil packaged in plastic clamshell containers The Fresh Market Organic Basil NET WT 0.5oz (14g), UPC:7-37094-23027-2 Good & Gather organic basil NET WT 0.5oz (1…"
basil,F-0185-2021,2020-12-30,Class II,Terminated,Vallarta Organics LLC,Distributed to direct accounts in VA and FL,"Organic Basil,15 bags, Net. Wt.15Lbs case."
basil,F-1564-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 80929 Basil-Spinach w/ Fresh Mozzarella, Refrigerated, net wt.6.38 LB, packaged in Cardboard Box."
basil,F-0983-2020,2020-06-17,Class II,Terminated,UNFI General Corporate,"MN, SD, and WI","Wild Harvest Organic Fresh Basil packaged in the following sized plastic containers: Net Wt 2 oz (57g), UPC 11535-50762, Net Wt 0.25 oz. (7g), UPC 11535-50450, Net Wt 0.75 oz. (21…"
beet,F-0059-2025,2024-10-30,Class II,Terminated,"Youngstown Grape Distributors, Inc.","CA, TX, WA, KY, NC, NY, IL, VA, AL, GA, KS, CT, MI, MA, PA, OH, MD, WI, ND, MO, TN, NE, KS, RI, MN, FL, SC, IN, NJ, IA,…","Happy Moose Juice Strawberry Field packaged in a plastic 12 fl. oz. bottle. Ingredients: Organic Apple Juice, Organic Orange Juice, Organic Strawberry Puree, Organic Beet Juice, O…"
beet,F-0166-2022,2021-11-24,Class II,Terminated,Seneca Foods Corporation,"AL, CO, FL, GA, IA, IL, IN, LA, MA, ME, MI, MN, MO, NC, NV, NY, OH, PA, SC, TX, VA, WI","Sliced Pickled Beets, Net Wt 16oz. (1lb) 454g, packaged under the following brands: 1. Aunt Nellie's, UPC 44300-05463, Distributed by Seneca Foods Corp, Marion, NY 14505-0997 2. H…"
beet,F-0869-2021,2021-08-04,Class III,Terminated,NOW Health Group Inc.,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NV,…","Now Real Food Organic Steel Cut Oats, 2 lb bag, code 6295, UPC 733739062956, packed 8 bags per case; case packaging is for Now Real Food Organic Beet Sugar 3lbs bags"
bell-pepper,F-1681-2024,2024-08-14,Class I,Terminated,Wiers Farm Inc,"CT, DE, IL, IN, KY, ME, MD, MI, MO, NJ, NY, NC, OH, PA, RI, TN, VA, WV",Wiers Farm - Organic Bell Peppers packaged into 2 count trays - cases dependent on customer
bell-pepper,F-0007-2023,2022-10-12,Class I,Completed,Renaissance Food Group,"Products were shipped to the following states: Alabama, Georgia & South Carolina.","Diced Bell Pepper & White Onion, NET WT, 7 OZ (198g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 19004"
black-pepper,F-1367-2023,2023-08-16,Class II,Terminated,Bellingham Pasta Co,Distributed in WA.,"Semolina Lemon Black Pepper Linguine, net wt. 14oz. Product is packaged in a clear clamshell plastic container. Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredien…"
black-pepper,F-0716-2021,2021-06-30,Class I,Terminated,Banner Smoked Fish Inc.,"NY, NJ, IL, PA, CA, FL, NE, AZ, MA, MD, VA, NV, OR, WI, NC, SC, and GA area.","Raskin s brand Smoked Fish Pepper Crusted Sliced Nova (Farm raised Atlantic Salmon, black pepper, salt, sugar, sodium nitrite, natural hardwood smokead"
blue-cheese,H-0193-2026,2025-11-26,Class I,Terminated,"Twin Sisters Creamery, LLC",Distributed in OR and WA,"Twin Sisters Creamery Whatcom Blue cheese, 2.5lb. round cheese wheel, made with raw milk and aged at minimum of 60 days. Ingredients: cultured raw cow's milk, salt, enzymes, penic…"
blueberry,H-0557-2026,2026-03-18,Class I,Ongoing,Made Fresh Salads Inc,New York,Made Fresh Salads brand Blueberry Cream Cheese; 5 lb white plastic tub
blueberry,H-0063-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Luau Blend Fruit Mix ""F&F"". 4/10 oz. Fresh & Finest. Contains: Cantaloupe, Honeydew, Pineapple, Red Grapes, Strawberry, Blueberry. Keep Refrigerated. UPC 0 70253-00572 5…"
blueberry,H-0492-2025,2025-08-20,Class II,Terminated,AND GO CONCEPTS DBA SALAD AND GO,"Arizona, Oklahoma, Nevada, Texas",FG60005 Blueberry Basil Lemonade
blueberry,F-0804-2025,2025-05-21,Class II,Terminated,"The Hot Chocolatier - St. Elmo, LLC",One (1) retailer in TN.,"Blueberry Lemon Scones, bulk packaged in bakery boxes. Products are sold at retail in pastry cases and not individually labeled."
blueberry,F-1763-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Four Berry Blend containing Strawberry, Blackberry, Blueberry, Raspberry. Keep Refrigerated. Item 80847. Net Wt. 12 oz. packaged in the following brands: .Crazy Fresh, quick & eas…"
blueberry,F-1736-2022,2022-09-28,Class I,Terminated,Scone Ranger Inc,Distributed in WA,"Lemon Blueberry Vegan Scones. Product distributed in bulk cases and it is sold directly to consumers. The ingredients statement is read in parts: ""***Lemon Blueberry Vegan Scones …"
blueberry,F-1762-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Strawberry, Kiwi, Blueberry packaged in the following sizes and brands: 1. Item 80846. Net Wt. 12 oz. Keep Refrigerated. Crazy Fresh, quick & easy, and grocery store branded. 2. I…"
blueberry,F-1754-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Strawberry, Blueberry, and Blackberry packaged in the following brands and sizes: 1. Item 80610. Triple Berry Blend Net Wt. 14 oz. Crazy Fresh 2. Item 80867. Triple Berry Blend Ne…"
blueberry,F-0833-2022,2022-03-16,Class II,Terminated,"Chicago Sweet Connections, Inc.",Retail locations in IL and WI,Chicago Sweet Connections: Paczkis - Blueberry Flavor packaged in a clear plastic clamshell 4 pack
broccoli,H-0433-2026,2026-02-04,Class I,Completed,"SUPERFOODS, INC.","Nationwide, including Puerto Rico, Guam, and Virgin Islands; United Kingdom","Live it Up brand Super Greens; Chlorella, Spirulina, Wheatgrass, Kale, Broccoli, Spinach, Barley grass, Moringa, Parsley; Whole food dietary supplement powder; 30 day supply; NET …"
broccoli,H-0434-2026,2026-02-04,Class I,Completed,"SUPERFOODS, INC.","Nationwide, including Puerto Rico, Guam, and Virgin Islands; United Kingdom","a.) Live it Up brand Super Greens; Natural Wild Berry Flavor; Chlorella, Spirulina, Wheatgrass, Kale, Broccoli, Spinach, Barley grass, Moringa, Parsley; Whole food dietary supplem…"
broccoli,H-0232-2025,2025-07-16,Class II,Terminated,UNFI General Corporate,"NJ, NY, MD, DC, PA",1. BROCCOLI OG2 BROCCOLI BUNCH 2. WLD HRVST OG2 BROCCOLI WRPP 3. USA OG2 BROCCLI CRWNS
broccoli,F-0427-2025,2025-02-05,Class I,Ongoing,Braga Fresh Foods LLC,"Product distributed to two (2) distribution centers in Texas (Dallas, Houston).","Simple Truth Organic, BROCCOLI FLORETS, STEAM IN BAG, 12oz, BEST IF USED BY NOV 08 2024, PRODUCT OF MEXICO"
broccoli,F-0276-2025,2024-12-18,Class I,Terminated,4 Earth Farms formerly Mcl Fresh Inc,"The firm distributed to seven (7) direct account consignees. Five(5) of those were distribution centers, two (2) were d…","Organic Vegetable Medley; Broccoli, Carrots & Cauliflower. Washed and ready to prepare; Perishable keep refrigerated. NET WT 12 OZ (340g) (6 pack/case) DISTRIBUTED BY: Walmart Inc…"
broccoli,F-0279-2025,2024-12-18,Class I,Terminated,4 Earth Farms formerly Mcl Fresh Inc,"The firm distributed to seven (7) direct account consignees. Five(5) of those were distribution centers, two (2) were d…","Organic Broccoli Slaw (Salade DE Brocoli), 4Earth Farms, Net Weight/Poids Net (340 g) 12oz (6 pack/case) Washed and ready to prepare, Perishable keep refrigerated. Distributed by …"
broccoli,F-0277-2025,2024-12-18,Class I,Terminated,4 Earth Farms formerly Mcl Fresh Inc,"The firm distributed to seven (7) direct account consignees. Five(5) of those were distribution centers, two (2) were d…","Organic Vegetable Medley; Broccoli, Cauliflower, & Carrots. Washed and ready to prepare; Perishable keep refrigerated. NET WT 12 OZ (340g) (6 pack/case) DISTRIBUTED BY: UNFI, Prov…"
broccoli,F-0272-2025,2024-12-18,Class I,Terminated,4 Earth Farms formerly Mcl Fresh Inc,"The firm distributed to seven (7) direct account consignees. Five(5) of those were distribution centers, two (2) were d…","Organic Broccoli Medley, 4Earth Farms, Net Weight 12 oz (340 g) Washed and ready to prepare, Perishable keep refrigerated. Distributed by 4Earth Farms, LLC., Commerce, CA 92022 USA"
broccoli,F-1759-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Broccoli, Carrot, Strawberry, Red Grape. Net Wt. 11 oz. Item 80820 Packaged under the following brands: Crazy Fresh, quick & easy, and grocery store branded."
broccoli,F-1772-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Fresh Veggie Value Bowl. Contains: Carrots, Celery, Cauliflower, Broccoli, Radish. Keep Refrigerated. Net Wt. 2.5 lbs. Item 82709. Packaged in the following brands Crazy Fresh, qu…"
broccoli,F-1758-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Tomato, Radish, Broccoli, Cauliflower. Net Wt. 11 oz. Item 80819 Packaged under the following brands: Crazy Fresh, quick & easy, and grocery store branded."
brussels-sprouts,H-0270-2025,2025-07-23,Class I,Terminated,AND GO CONCEPTS DBA SALAD AND GO,Arizona and Nevada,"FG21004 Brussels Sprouts, Roasted 2514111 FG21004 Brussels Sprouts, Roasted 2514311 Packaged 7- 2 lb polybags per cardboard case"
butter-lettuce,F-0304-2023,2023-01-25,Class II,Terminated,"Superior Fresh, LLC","IN, PA, VA, WI","Superior Fresh Lettuce Blend Ingredients May Contain Red Leaf, Green Leaf, Green Romaine, Red Romaine, Red Oak Leaf, Green Oak Leaf, Butter lettuce, Arugula, spinach. Keep Refrige…"
butter-lettuce,F-0302-2023,2023-01-25,Class II,Terminated,"Superior Fresh, LLC","IN, PA, VA, WI","Superior Fresh Lettuce Blend Ingredients May Contain Red Leaf, Green Leaf, Green Romaine, Red Romaine, Red Oak Leaf, Green Oak Leaf, Butter lettuce, Arugula, Kale, Spinach, Mustar…"
butter-lettuce,F-0170-2023,2022-11-30,Class I,Terminated,Kalera Public Limited Company,Domestic distribution only.,"Kalera, The cleanest lettuce in the world., Butter lettuce, Whole head with living roots, Distributed by Kalera, Inc, Orlando FL 32822"
butternut-squash,H-0430-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Butternut Squash Tamales with Roasted Green Chiles, NO DAIRY Ingredients: Organic Corn Flour Masa, Organic Butternut Squash, Roasted Green Chiles, Non-GMO Corn, Non-hydrogenated V…"
butternut-squash,H-0423-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Butternut Squash Tamales With Roasted Green Chiles, Corn & Jack Cheese Ingredients: Organic Corn Flour Masa, Organic Butternut Squash, Organic Roasted Green Chiles, Non-GMO Corn, …"
butternut-squash,F-0295-2024,2023-10-25,Class II,Terminated,Safeway Fresh Foods LLC,"The product was distributed to the following states, Washington DC, Maryland, Pennsylvania, and Virgnia","Sunnyside Farms, diced Organic Butternut Squash , 32-oz. , plastic tray, 6 trays per case, Perishable Keep Refrigerated ."
